,y_test,linear,Ridge,lasso,K-NN,random_forest,Gradient_boosting,xgb
265,48,43.43859822134965,43.43859822134965,43.43859822134965,47.666666666666664,55.33,50.51190598233851,50.060184
266,52,46.03443977059524,46.03443977059524,46.03443977059524,51.44444444444444,56.23,45.56215618008019,46.20211
267,88,66.88045778265888,66.88045778265888,66.88045778265888,60.55555555555556,79.04,84.75951195628538,79.28692
268,25,31.359293715232603,31.359293715232603,31.359293715232603,32.44444444444444,34.1,30.934062177158467,31.148865
269,46,50.11443044524275,50.11443044524275,50.11443044524275,50.111111111111114,59.07,58.39840591301717,60.048786
270,64,49.10891711189712,49.10891711189712,49.10891711189712,42.111111111111114,58.55,55.55462736628012,53.331573
271,56,69.39197892880551,69.39197892880551,69.39197892880551,56.111111111111114,54.71,57.03520867917059,55.028515
272,38,50.11808457137394,50.11808457137394,50.11808457137394,41.22222222222222,41.24,44.432319315474984,44.24374
273,26,37.542630948061266,37.542630948061266,37.542630948061266,38.666666666666664,38.79,37.15499285334009,38.69835
274,33,39.97531260325445,39.97531260325445,39.97531260325445,34.77777777777778,35.91,36.97976195809191,39.2189
275,82,72.6937580954485,72.6937580954485,72.6937580954485,54.55555555555556,53.3,48.11576048464962,54.551636
276,40,35.928010949440406,35.928010949440406,35.928010949440406,43.666666666666664,34.74,36.262861126090606,37.650093
277,33,30.831199467837145,30.831199467837145,30.831199467837145,33.22222222222222,32.15,37.56985340805945,35.923145
278,16,25.138714118622772,25.138714118622772,25.138714118622772,29.0,29.58,24.990992474861496,23.424133
279,41,49.904639084126636,49.904639084126636,49.904639084126636,58.333333333333336,55.08,53.93369294788559,54.709263
280,21,33.1817878844234,33.1817878844234,33.1817878844234,35.888888888888886,34.01,33.69978714092747,33.566074
281,38,26.675306409417807,26.675306409417807,26.675306409417807,27.555555555555557,27.39,28.052594109750736,28.29058
282,37,43.35097976571532,43.35097976571532,43.35097976571532,39.22222222222222,46.36,43.11168595637352,42.10063
283,33,41.7686555047488,41.7686555047488,41.7686555047488,42.44444444444444,45.0,42.76854573709935,44.733234
284,44,60.88370378147083,60.88370378147083,60.88370378147083,57.55555555555556,57.19,55.80893822666552,57.586857
285,25,27.83324910003238,27.83324910003238,27.83324910003238,32.333333333333336,29.22,25.41211656699181,25.165697
286,13,28.606977092432714,28.606977092432714,28.606977092432714,37.77777777777778,32.2,29.39774191770863,28.611689
287,39,37.59782813729407,37.59782813729407,37.59782813729407,35.111111111111114,37.03,36.74711750689145,36.60361
288,75,77.32249747754169,77.32249747754169,77.32249747754169,71.66666666666667,77.36,68.70794177669576,68.497375
289,43,71.50821767531279,71.50821767531279,71.50821767531279,62.111111111111114,66.48,64.7000301735174,64.2753
290,35,39.958831601084285,39.958831601084285,39.958831601084285,43.333333333333336,39.72,40.34680350713572,37.5247
291,38,47.38207307961957,47.38207307961957,47.38207307961957,53.77777777777778,52.63,51.194080841675046,49.81974
292,49,33.95960222997144,33.95960222997144,33.95960222997144,39.0,37.95,37.41330222048211,38.85512
293,58,51.036584330060535,51.036584330060535,51.036584330060535,51.55555555555556,53.0,56.39776648211634,59.184147
294,44,50.558967106354224,50.558967106354224,50.558967106354224,46.333333333333336,52.94,47.04136212452679,46.626392
295,32,31.637101903030224,31.637101903030224,31.637101903030224,34.666666666666664,28.88,31.366021786356324,30.715158
296,28,32.988753989907565,32.988753989907565,32.988753989907565,36.666666666666664,31.03,31.94736319237108,31.416338
297,31,34.22381753538876,34.22381753538876,34.22381753538876,32.888888888888886,31.57,31.604779615098582,31.759457
298,72,39.64267650822349,39.64267650822349,39.64267650822349,48.0,55.22,48.73314364321408,50.35318
299,38,50.2992427178706,50.2992427178706,50.2992427178706,46.55555555555556,42.15,42.99580804312378,43.46473
300,38,39.19065353620299,39.19065353620299,39.19065353620299,38.44444444444444,44.37,42.2791022056522,41.897217
301,43,39.2687655923458,39.2687655923458,39.2687655923458,31.333333333333332,31.5,31.824854263952815,32.003777
302,55,59.9372125876955,59.9372125876955,59.9372125876955,56.44444444444444,48.5,52.92531909942,53.6686
303,36,33.79286492002166,33.79286492002166,33.79286492002166,33.666666666666664,32.51,32.19305268415841,31.841772
304,23,29.45319116371336,29.45319116371336,29.45319116371336,30.22222222222222,30.69,30.797990685165978,31.273458
305,46,42.515102104515975,42.515102104515975,42.515102104515975,36.111111111111114,33.15,39.94509775947446,42.033314
306,77,60.47527162103741,60.47527162103741,60.47527162103741,55.44444444444444,69.39,73.24484556606897,75.06788
307,47,53.16259725943699,53.16259725943699,53.16259725943699,45.55555555555556,50.46,53.86483891198383,53.889294
308,70,74.02710955633898,74.02710955633898,74.02710955633898,62.22222222222222,66.87,66.30053267656471,65.46718
309,66,51.15449057558662,51.15449057558662,51.15449057558662,51.111111111111114,54.53,58.04481510626357,58.643055
310,43,52.38533231520734,52.38533231520734,52.38533231520734,42.44444444444444,47.36,48.154008641040505,49.290348
311,67,54.137590865700076,54.137590865700076,54.137590865700076,51.0,56.39,57.032090027148946,56.779957
312,20,28.278345463749407,28.278345463749407,28.278345463749407,30.88888888888889,26.45,28.029234144996583,27.944742
313,20,28.073413682628626,28.073413682628626,28.073413682628626,26.555555555555557,26.48,30.717813599247204,29.763666
314,41,45.86820588161206,45.86820588161206,45.86820588161206,44.22222222222222,50.69,45.219091450063814,47.15725
315,37,30.697694250042904,30.697694250042904,30.697694250042904,39.77777777777778,31.63,32.56358636317185,31.211147
316,47,51.57809723884308,51.57809723884308,51.57809723884308,48.55555555555556,56.13,54.24470084906297,57.084297
317,68,54.642079537857015,54.642079537857015,54.642079537857015,49.77777777777778,54.94,59.247706581988595,55.61024
318,29,29.376042737284383,29.376042737284383,29.376042737284383,33.333333333333336,28.38,29.097330422746534,27.820055
319,47,43.88132391463571,43.88132391463571,43.88132391463571,39.22222222222222,41.24,43.31379684749622,44.783054
320,47,50.800835456643775,50.800835456643775,50.800835456643775,52.77777777777778,47.53,52.11503861284251,50.50921
321,50,50.83525541097601,50.83525541097601,50.83525541097601,44.666666666666664,46.28,46.58377865283988,45.35996
322,21,25.374171000228483,25.374171000228483,25.374171000228483,31.444444444444443,31.81,30.337427993914147,30.525127
323,47,39.76016027298377,39.76016027298377,39.76016027298377,43.22222222222222,40.97,43.897110687641316,42.611713
324,37,50.86869879994975,50.86869879994975,50.86869879994975,40.111111111111114,44.8,48.953861026068765,45.87735
325,60,41.073131655934176,41.073131655934176,41.073131655934176,51.55555555555556,45.81,44.88186109495476,47.461636
326,26,31.69731770683406,31.69731770683406,31.69731770683406,33.0,29.58,31.057460675379108,30.547445
327,29,33.81927968473807,33.81927968473807,33.81927968473807,34.333333333333336,35.87,37.156755059476154,38.173283
328,27,31.091904613976787,31.091904613976787,31.091904613976787,35.22222222222222,36.03,29.987776133286086,28.598806
329,38,38.37730382029686,38.37730382029686,38.37730382029686,43.44444444444444,39.67,39.83428383962635,39.757618
330,30,22.50680765924144,22.50680765924144,22.50680765924144,32.77777777777778,28.49,24.68461240363116,22.359297
331,51,44.46722467823222,44.46722467823222,44.46722467823222,49.44444444444444,43.62,45.46201001298253,43.73398
332,27,33.94490724004474,33.94490724004474,33.94490724004474,35.0,31.36,32.237613884290866,29.51519
333,45,28.499371053300553,28.499371053300553,28.499371053300553,38.666666666666664,30.86,27.684221540101323,26.85662
334,43,49.06470482864796,49.06470482864796,49.06470482864796,53.55555555555556,50.41,51.38323990404118,52.87002
335,31,30.135322419805863,30.135322419805863,30.135322419805863,36.77777777777778,32.67,32.11784743452456,30.576944
336,60,51.66617032092735,51.66617032092735,51.66617032092735,39.77777777777778,46.4,44.076806408608725,43.186245
337,45,37.055802827072256,37.055802827072256,37.055802827072256,42.22222222222222,43.57,37.70183112904267,39.77042
338,76,60.97696283802265,60.97696283802265,60.97696283802265,56.77777777777778,70.62,67.60059842516898,72.41805
339,67,55.796959887700766,55.796959887700766,55.796959887700766,52.333333333333336,62.26,70.18397040245767,75.122375
